pm2.5,pm10,temperature,humidity,date,time,building
50.6,68.6,19.44838636,52.35217823,2015-05-07,10:00:00,Henry Gratton
50.4,69.4,19.44838636,52.2652018,2015-05-08,10:00:00,Henry Gratton
50.5,69.9,19.461738,52.16601816,2015-05-09,10:00:00,Henry Gratton
50.2,69.5,19.44838636,52.13397421,2015-05-10,10:00:00,Henry Gratton
50.2,69.7,19.43503471,52.09735256,2015-05-11,10:00:00,Henry Gratton
50.4,69.5,19.44838636,52.06836042,2015-05-12,10:00:00,Henry Gratton
50.4,69.6,19.44838636,52.16449226,2015-05-13,10:00:00,Henry Gratton
50.7,69.9,19.42168307,52.26062409,2015-05-14,10:00:00,Henry Gratton
51,70.6,19.4056611,52.35675593,2015-05-15,10:00:00,Henry Gratton
51.2,71.2,19.39230945,52.45288777,2015-05-16,10:00:00,Henry Gratton
51.3,71.1,19.4056611,52.44373236,2015-05-17,10:00:00,Henry Gratton
51.6,72.6,19.42168307,52.50019074,2015-05-18,10:00:00,Henry Gratton
51.6,73.1,19.39230945,52.53986419,2015-05-19,10:00:00,Henry Gratton
52,73.8,19.37895781,52.52765698,2015-05-20,10:00:00,Henry Gratton
52.1,73.6,19.34958419,52.48035401,2015-05-21,10:00:00,Henry Gratton
52.2,73.1,19.37895781,52.4727245,2015-05-22,10:00:00,Henry Gratton
52.3,74.1,19.37895781,52.42694743,2015-05-23,10:00:00,Henry Gratton
52.5,73.5,19.36560616,52.38422217,2015-05-24,10:00:00,Henry Gratton
52.4,73.9,19.36560616,52.4040589,2015-05-25,10:00:00,Henry Gratton
52.4,72.9,19.36560616,52.4711986,2015-05-26,10:00:00,Henry Gratton
52.5,72.8,19.37895781,52.45288777,2015-05-27,10:00:00,Henry Gratton
52.5,72.8,19.34958419,52.52307927,2015-05-28,10:00:00,Henry Gratton
52.4,71.8,19.3228809,52.59632258,2015-05-29,10:00:00,Henry Gratton
52.1,71.2,19.33623255,52.67414359,2015-05-30,10:00:00,Henry Gratton
51.9,72,19.30685893,52.71534295,2015-05-31,10:00:00,Henry Gratton
52,72.5,19.30685893,52.79163806,2015-06-01,10:00:00,Henry Gratton
51.8,71.7,19.3228809,52.88014038,2015-06-02,10:00:00,Henry Gratton
51.6,70.8,19.30685893,52.98847944,2015-06-03,10:00:00,Henry Gratton
51.6,71.3,19.30685893,53.07545586,2015-06-04,10:00:00,Henry Gratton
51.8,71.8,19.30685893,53.15938048,2015-06-05,10:00:00,Henry Gratton
51.7,72.2,19.28015564,53.26466773,2015-06-06,10:00:00,Henry Gratton
51.7,71.2,19.29350729,53.33333333,2015-06-07,10:00:00,Henry Gratton
51.6,70.8,19.29350729,53.36537728,2015-06-08,10:00:00,Henry Gratton
51.6,71.7,19.29350729,53.40047303,2015-06-09,10:00:00,Henry Gratton
51.6,72,19.28015564,53.40657664,2015-06-10,10:00:00,Henry Gratton
51.4,72,19.266804,53.4508278,2015-06-11,10:00:00,Henry Gratton
51.3,72.5,19.28015564,53.46150912,2015-06-12,10:00:00,Henry Gratton
51.1,71.5,19.28015564,53.48439765,2015-06-13,10:00:00,Henry Gratton
50.9,70.7,19.266804,53.48439765,2015-06-14,10:00:00,Henry Gratton
50.6,69.9,19.25078202,53.54695964,2015-06-15,10:00:00,Henry Gratton
50.4,70.5,19.22407874,53.60799573,2015-06-16,10:00:00,Henry Gratton
50.1,69.4,19.23743038,53.66598001,2015-06-17,10:00:00,Henry Gratton
49.8,68.7,19.23743038,53.70717937,2015-06-18,10:00:00,Henry Gratton
49.6,69.2,19.25078202,53.78500038,2015-06-19,10:00:00,Henry Gratton
49.6,69.6,19.22407874,53.85976959,2015-06-20,10:00:00,Henry Gratton
49.8,70.2,19.22407874,53.91470207,2015-06-21,10:00:00,Henry Gratton
49.8,69.7,19.20805676,54.009308,2015-06-22,10:00:00,Henry Gratton
49.7,70.2,19.22407874,54.13290608,2015-06-23,10:00:00,Henry Gratton
49.5,69.9,19.23743038,54.18783856,2015-06-24,10:00:00,Henry Gratton
49.3,69.8,19.18135348,54.18936446,2015-06-25,10:00:00,Henry Gratton
49.2,69.8,19.20805676,54.28091859,2015-06-26,10:00:00,Henry Gratton
49,70.4,19.20805676,54.27176318,2015-06-27,10:00:00,Henry Gratton
49,70.5,19.20805676,54.34805829,2015-06-28,10:00:00,Henry Gratton
49.1,71.2,19.18135348,54.3541619,2015-06-29,10:00:00,Henry Gratton
49.4,71.7,19.20805676,54.40299077,2015-06-30,10:00:00,Henry Gratton
49.4,72.5,19.19470512,54.39993896,2015-07-01,10:00:00,Henry Gratton
49.4,72.7,19.18135348,54.42130159,2015-07-02,10:00:00,Henry Gratton
49.4,72.9,19.1653315,54.43961242,2015-07-03,10:00:00,Henry Gratton
49.2,73.4,19.1653315,54.39841306,2015-07-04,10:00:00,Henry Gratton
49.1,73.5,19.1653315,54.40756847,2015-07-05,10:00:00,Henry Gratton
48.9,73,19.1653315,54.40756847,2015-07-06,10:00:00,Henry Gratton
49,72.9,19.1653315,54.38467994,2015-07-07,10:00:00,Henry Gratton
49,72.5,19.14930953,54.37247272,2015-07-08,10:00:00,Henry Gratton
49.3,71.9,19.13595789,54.32669566,2015-07-09,10:00:00,Henry Gratton
49.4,71.7,19.12260624,54.32516976,2015-07-10,10:00:00,Henry Gratton
49.2,71.7,19.14930953,54.36179141,2015-07-11,10:00:00,Henry Gratton
49.4,72,19.13595789,54.3587396,2015-07-12,10:00:00,Henry Gratton
49.6,72.9,19.12260624,54.39993896,2015-07-13,10:00:00,Henry Gratton
49.8,74.2,19.12260624,54.43503471,2015-07-14,10:00:00,Henry Gratton
50,74.7,19.13595789,54.48081178,2015-07-15,10:00:00,Henry Gratton
50.1,73.6,19.12260624,54.53269245,2015-07-16,10:00:00,Henry Gratton
50.1,73.8,19.10658427,54.55405509,2015-07-17,10:00:00,Henry Gratton
50.4,74.8,19.10658427,54.5647364,2015-07-18,10:00:00,Henry Gratton
50.5,74.3,19.12260624,54.61966888,2015-07-19,10:00:00,Henry Gratton
50.7,74.1,19.12260624,54.61966888,2015-07-20,10:00:00,Henry Gratton
50.6,73.8,19.10658427,54.65018692,2015-07-21,10:00:00,Henry Gratton
50.7,73.8,19.10658427,54.67307546,2015-07-22,10:00:00,Henry Gratton
50.5,73.1,19.10658427,54.73716335,2015-07-23,10:00:00,Henry Gratton
50.7,73.5,19.09323262,54.73411154,2015-07-24,10:00:00,Henry Gratton
50.8,74.1,19.09323262,54.80125124,2015-07-25,10:00:00,Henry Gratton
50.7,73.8,19.10658427,54.82413977,2015-07-26,10:00:00,Henry Gratton
50.8,73.1,19.06652934,54.87449454,2015-07-27,10:00:00,Henry Gratton
50.8,73.3,19.09323262,54.89890898,2015-07-28,10:00:00,Henry Gratton
50.6,72.7,19.07988098,54.96299687,2015-07-29,10:00:00,Henry Gratton
50.5,71.3,19.07988098,55.00724804,2015-07-30,10:00:00,Henry Gratton
50.3,70,19.07988098,55.01792935,2015-07-31,10:00:00,Henry Gratton
50.5,70.5,19.06652934,55.07133593,2015-08-01,10:00:00,Henry Gratton
50.6,70,19.07988098,55.11406119,2015-08-02,10:00:00,Henry Gratton
50.7,68.8,19.09323262,55.15983825,2015-08-03,10:00:00,Henry Gratton
50.7,68.8,19.06652934,55.20103761,2015-08-04,10:00:00,Henry Gratton
50.9,69,19.07988098,55.23613336,2015-08-05,10:00:00,Henry Gratton
50.9,69,19.06652934,55.30022126,2015-08-06,10:00:00,Henry Gratton
50.9,69,19.05050736,55.3292134,2015-08-07,10:00:00,Henry Gratton
50.7,68.6,19.09323262,55.4009308,2015-08-08,10:00:00,Henry Gratton
50.7,69.7,19.06652934,55.45128557,2015-08-09,10:00:00,Henry Gratton
51,69.5,19.05050736,55.50316625,2015-08-10,10:00:00,Henry Gratton
51.2,69.3,19.05050736,55.46044099,2015-08-11,10:00:00,Henry Gratton
51.2,69.8,19.06652934,55.48485542,2015-08-12,10:00:00,Henry Gratton
51.4,69.6,19.03715572,55.43450065,2015-08-13,10:00:00,Henry Gratton
51.3,69.1,19.06652934,55.41924163,2015-08-14,10:00:00,Henry Gratton
51,68.7,19.05050736,55.39330129,2015-08-15,10:00:00,Henry Gratton
51.3,69.1,19.02380407,55.4024567,2015-08-16,10:00:00,Henry Gratton
51.7,71.2,19.02380407,55.39177539,2015-08-17,10:00:00,Henry Gratton
51.6,71.4,19.03715572,55.35973144,2015-08-18,10:00:00,Henry Gratton
51.7,71.1,19.02380407,55.34752422,2015-08-19,10:00:00,Henry Gratton
51.7,71.1,19.03715572,55.39330129,2015-08-20,10:00:00,Henry Gratton
51.9,71.6,19.05050736,55.34142061,2015-08-21,10:00:00,Henry Gratton
52.1,71.8,19.03715572,55.41466392,2015-08-22,10:00:00,Henry Gratton
51.9,70.6,19.02380407,55.34752422,2015-08-23,10:00:00,Henry Gratton
51.7,70.7,19.03715572,55.40550851,2015-08-24,10:00:00,Henry Gratton
51.7,71.6,18.99443046,55.42076753,2015-08-25,10:00:00,Henry Gratton
51.9,72.4,19.02380407,55.44670787,2015-08-26,10:00:00,Henry Gratton
51.9,73.5,19.02380407,55.43450065,2015-08-27,10:00:00,Henry Gratton
51.9,73.5,19.01045243,55.49858854,2015-08-28,10:00:00,Henry Gratton
51.9,74.1,18.99443046,55.538262,2015-08-29,10:00:00,Henry Gratton
51.8,74,19.01045243,55.61760891,2015-08-30,10:00:00,Henry Gratton
52,74.1,18.99443046,55.67101549,2015-08-31,10:00:00,Henry Gratton
52.1,75.4,19.01045243,55.71679255,2015-09-01,10:00:00,Henry Gratton
52.3,76,18.99443046,55.73510338,2015-09-02,10:00:00,Henry Gratton
52.5,76.3,18.99443046,55.84496834,2015-09-03,10:00:00,Henry Gratton
52.2,75.7,18.99443046,55.92278935,2015-09-04,10:00:00,Henry Gratton
52.4,76.2,19.01045243,55.92431525,2015-09-05,10:00:00,Henry Gratton
52.3,75.9,18.99443046,55.98687724,2015-09-06,10:00:00,Henry Gratton
52.2,76.6,18.99443046,56.01892119,2015-09-07,10:00:00,Henry Gratton
52,75.4,18.98107881,56.07080186,2015-09-08,10:00:00,Henry Gratton
51.8,75.5,18.98107881,56.07080186,2015-09-09,10:00:00,Henry Gratton
51.5,75.8,18.99443046,56.0296025,2015-09-10,10:00:00,Henry Gratton
51.2,74.9,18.99443046,56.07385367,2015-09-11,10:00:00,Henry Gratton
51.2,75.2,18.99443046,56.0296025,2015-09-12,10:00:00,Henry Gratton
51.2,75.9,19.01045243,56.03265431,2015-09-13,10:00:00,Henry Gratton
51.3,76.3,18.98107881,55.95025559,2015-09-14,10:00:00,Henry Gratton
51.2,76,18.99443046,55.97467002,2015-09-15,10:00:00,Henry Gratton
50.7,73.1,18.98107881,55.96398871,2015-09-16,10:00:00,Henry Gratton
50.5,72.3,18.96772717,55.93804837,2015-09-17,10:00:00,Henry Gratton
50.3,72.9,18.96772717,55.91821164,2015-09-18,10:00:00,Henry Gratton
50.4,73.5,18.98107881,55.90905623,2015-09-19,10:00:00,Henry Gratton
50.2,72.9,18.98107881,55.8220798,2015-09-20,10:00:00,Henry Gratton
50.2,72.8,18.9517052,55.7503624,2015-09-21,10:00:00,Henry Gratton
50.4,74.3,18.98107881,55.62523842,2015-09-22,10:00:00,Henry Gratton
50.4,73.7,18.96772717,55.4711223,2015-09-23,10:00:00,Henry Gratton
50.5,73.6,18.93835355,55.37956817,2015-09-24,10:00:00,Henry Gratton
50.5,73.1,18.93835355,55.26970321,2015-09-25,10:00:00,Henry Gratton
50.5,73.7,18.96772717,55.13237201,2015-09-26,10:00:00,Henry Gratton
50.4,74.1,18.93835355,55.11711299,2015-09-27,10:00:00,Henry Gratton
50.4,74.1,18.92500191,55.09422446,2015-09-28,10:00:00,Henry Gratton
50.4,74.4,18.93835355,55.09575036,2015-09-29,10:00:00,Henry Gratton
50,73.9,18.92500191,55.09422446,2015-09-30,10:00:00,Henry Gratton
49.8,72.6,18.93835355,55.16289006,2015-10-01,10:00:00,Henry Gratton
49.4,71.6,18.93835355,55.18272679,2015-10-02,10:00:00,Henry Gratton
49.3,71.6,18.92500191,55.22697795,2015-10-03,10:00:00,Henry Gratton
49.6,72.6,18.91165026,55.25597009,2015-10-04,10:00:00,Henry Gratton
49.4,73,18.9517052,55.28343633,2015-10-05,10:00:00,Henry Gratton
49.5,73.2,18.92500191,55.30174716,2015-10-06,10:00:00,Henry Gratton
49.4,72.6,18.93835355,55.28343633,2015-10-07,10:00:00,Henry Gratton
49.2,72.3,18.93835355,55.26970321,2015-10-08,10:00:00,Henry Gratton
49.1,72,18.92500191,55.28191043,2015-10-09,10:00:00,Henry Gratton
49.3,71.2,18.92500191,55.29106584,2015-10-10,10:00:00,Henry Gratton
49.4,71.8,18.91165026,55.26817731,2015-10-11,10:00:00,Henry Gratton
49.3,71,18.93835355,55.29259174,2015-10-12,10:00:00,Henry Gratton
49.4,71.3,18.91165026,55.25597009,2015-10-13,10:00:00,Henry Gratton
49.5,71.6,18.91165026,55.20103761,2015-10-14,10:00:00,Henry Gratton
49.2,70.8,18.91165026,55.09422446,2015-10-15,10:00:00,Henry Gratton
48.9,71,18.88227665,55.03471427,2015-10-16,10:00:00,Henry Gratton
49.1,71.4,18.91165026,55.03013657,2015-10-17,10:00:00,Henry Gratton
49,70.5,18.89562829,55.00267033,2015-10-18,10:00:00,Henry Gratton
49,70.7,18.89562829,54.92637522,2015-10-19,10:00:00,Henry Gratton
48.8,70.9,18.91165026,54.9843595,2015-10-20,10:00:00,Henry Gratton
48.9,71.4,18.89562829,54.90653849,2015-10-21,10:00:00,Henry Gratton
48.9,70.5,18.89562829,54.7753109,2015-10-22,10:00:00,Henry Gratton
48.8,70.4,18.88227665,54.6318761,2015-10-23,10:00:00,Henry Gratton
48.8,70.1,18.88227665,54.43656062,2015-10-24,10:00:00,Henry Gratton
48.7,70.5,18.89562829,54.26260777,2015-10-25,10:00:00,Henry Gratton
49.1,69.4,18.88227665,54.12985428,2015-10-26,10:00:00,Henry Gratton
49.3,69,18.868925,53.93301289,2015-10-27,10:00:00,Henry Gratton
49.1,68.5,18.88227665,53.83688106,2015-10-28,10:00:00,Henry Gratton
49.3,68.9,18.88227665,53.73922332,2015-10-29,10:00:00,Henry Gratton
49.2,68.8,18.85290303,53.59426261,2015-10-30,10:00:00,Henry Gratton
49.3,68.9,18.83955138,53.50576028,2015-10-31,10:00:00,Henry Gratton
49.6,69.9,18.85290303,53.4523537,2015-11-01,10:00:00,Henry Gratton
49.5,69.3,18.868925,53.38826581,2015-11-02,10:00:00,Henry Gratton
49.4,69.8,18.85290303,53.34554055,2015-11-03,10:00:00,Henry Gratton
49.5,69,18.85290303,53.27840085,2015-11-04,10:00:00,Henry Gratton
49.8,69.4,18.868925,53.24635691,2015-11-05,10:00:00,Henry Gratton
49.8,69.3,18.83955138,53.22346838,2015-11-06,10:00:00,Henry Gratton
50.2,70.2,18.82619974,53.25398642,2015-11-07,10:00:00,Henry Gratton
50.4,70.7,18.82619974,53.25398642,2015-11-08,10:00:00,Henry Gratton
50.3,70.3,18.82619974,53.27687495,2015-11-09,10:00:00,Henry Gratton
50.1,69.8,18.82619974,53.34096284,2015-11-10,10:00:00,Henry Gratton
49.9,70,18.82619974,53.36385138,2015-11-11,10:00:00,Henry Gratton
49.6,69.1,18.82619974,53.39589532,2015-11-12,10:00:00,Henry Gratton
49.5,68.8,18.82619974,53.39589532,2015-11-13,10:00:00,Henry Gratton
49.5,69.5,18.82619974,53.39589532,2015-11-14,10:00:00,Henry Gratton
49.7,69.5,18.79682612,53.46913863,2015-11-15,10:00:00,Henry Gratton
49.9,69.8,18.82619974,53.45998322,2015-11-16,10:00:00,Henry Gratton
50.1,70,18.8128481,53.447776,2015-11-17,10:00:00,Henry Gratton
50.1,69.4,18.8128481,53.52407111,2015-11-18,10:00:00,Henry Gratton
50.2,70.3,18.8128481,53.55764096,2015-11-19,10:00:00,Henry Gratton
50,70.3,18.8128481,53.59884031,2015-11-20,10:00:00,Henry Gratton
50,70.6,18.78347448,53.62935836,2015-11-21,10:00:00,Henry Gratton
50.2,71,18.79682612,53.67513542,2015-11-22,10:00:00,Henry Gratton
50.1,71,18.77012284,53.74837873,2015-11-23,10:00:00,Henry Gratton
50.1,70.9,18.78347448,53.77126726,2015-11-24,10:00:00,Henry Gratton
49.9,70.2,18.79682612,53.79415579,2015-11-25,10:00:00,Henry Gratton
49.5,69.9,18.77012284,53.83230335,2015-11-26,10:00:00,Henry Gratton
49.4,70.2,18.77012284,53.83230335,2015-11-27,10:00:00,Henry Gratton
49.2,70,18.77012284,53.89944305,2015-11-28,10:00:00,Henry Gratton
49.3,71.6,18.78347448,53.97726406,2015-11-29,10:00:00,Henry Gratton
49.2,72,18.78347448,54.05508507,2015-11-30,10:00:00,Henry Gratton
49.1,72.1,18.74074922,54.10238804,2015-12-01,10:00:00,Henry Gratton
49.2,73.3,18.77012284,54.19241627,2015-12-02,10:00:00,Henry Gratton
49.4,73.1,18.75410086,54.32211795,2015-12-03,10:00:00,Henry Gratton
49.2,72.9,18.77012284,54.45487144,2015-12-04,10:00:00,Henry Gratton
49,74.1,18.79682612,54.54489967,2015-12-05,10:00:00,Henry Gratton
49,74.5,18.77012284,54.61814298,2015-12-06,10:00:00,Henry Gratton
48.8,73.6,18.75410086,54.68223087,2015-12-07,10:00:00,Henry Gratton
48.8,73.5,18.75410086,54.73716335,2015-12-08,10:00:00,Henry Gratton
48.6,73.6,18.75410086,54.76615549,2015-12-09,10:00:00,Henry Gratton
48.6,75.1,18.74074922,54.79819944,2015-12-10,10:00:00,Henry Gratton
48.5,75.1,18.75410086,54.88822766,2015-12-11,10:00:00,Henry Gratton
48.6,75.5,18.78347448,54.92484932,2015-12-12,10:00:00,Henry Gratton
48.6,75.2,18.74074922,54.92027161,2015-12-13,10:00:00,Henry Gratton
48.7,75.2,18.77012284,55.00877394,2015-12-14,10:00:00,Henry Gratton
48.8,75,18.75410086,55.0499733,2015-12-15,10:00:00,Henry Gratton
48.6,74,18.72739757,55.1232166,2015-12-16,10:00:00,Henry Gratton
48.5,74.7,18.72739757,55.16746777,2015-12-17,10:00:00,Henry Gratton
48.4,74.6,18.71404593,55.27428092,2015-12-18,10:00:00,Henry Gratton
48.6,73.9,18.74074922,55.34294652,2015-12-19,10:00:00,Henry Gratton
48.4,73.1,18.72739757,55.41924163,2015-12-20,10:00:00,Henry Gratton
48.2,72.3,18.72739757,55.53521019,2015-12-21,10:00:00,Henry Gratton
47.9,72.5,18.72739757,55.58098726,2015-12-22,10:00:00,Henry Gratton
47.9,71.9,18.71404593,55.65423056,2015-12-23,10:00:00,Henry Gratton
47.8,71.8,18.72739757,55.69085222,2015-12-24,10:00:00,Henry Gratton
47.8,71.8,18.72739757,55.819028,2015-12-25,10:00:00,Henry Gratton
48.1,72.8,18.71404593,55.85107195,2015-12-26,10:00:00,Henry Gratton
48.1,72.6,18.69802396,55.94567788,2015-12-27,10:00:00,Henry Gratton
48.3,72.5,18.69802396,55.959411,2015-12-28,10:00:00,Henry Gratton
48.3,71.9,18.71404593,56.02349889,2015-12-29,10:00:00,Henry Gratton
48.4,71.1,18.74074922,56.11505303,2015-12-30,10:00:00,Henry Gratton
48.6,71.2,18.71404593,56.14404517,2015-12-31,10:00:00,Henry Gratton
48.5,70.3,18.68467231,56.18371862,2016-01-01,10:00:00,Henry Gratton
48.2,69.5,18.67132067,56.2355993,2016-01-02,10:00:00,Henry Gratton
48.2,69.6,18.71404593,56.22034028,2016-01-03,10:00:00,Henry Gratton
48.4,68.5,18.69802396,56.28442817,2016-01-04,10:00:00,Henry Gratton
48.5,68.3,18.69802396,56.27222095,2016-01-05,10:00:00,Henry Gratton
48.2,68.4,18.71404593,56.27527276,2016-01-06,10:00:00,Henry Gratton
48.2,68.1,18.69802396,56.29358358,2016-01-07,10:00:00,Henry Gratton
48.2,68.3,18.68467231,56.31647211,2016-01-08,10:00:00,Henry Gratton
48.2,66.4,18.71404593,56.34088655,2016-01-09,10:00:00,Henry Gratton
48.3,65.8,18.68467231,56.34546426,2016-01-10,10:00:00,Henry Gratton
48.2,67.2,18.67132067,56.35767147,2016-01-11,10:00:00,Henry Gratton
48.4,67.7,18.69802396,56.39429313,2016-01-12,10:00:00,Henry Gratton
48.3,67.5,18.68467231,56.42328527,2016-01-13,10:00:00,Henry Gratton
48.1,67.4,18.68467231,56.4461738,2016-01-14,10:00:00,Henry Gratton
48.1,67.7,18.67132067,56.4446479,2016-01-15,10:00:00,Henry Gratton
48.3,67.1,18.67132067,56.48584726,2016-01-16,10:00:00,Henry Gratton
48.3,66.7,18.67132067,56.55146105,2016-01-17,10:00:00,Henry Gratton
48,66.2,18.67132067,56.61860075,2016-01-18,10:00:00,Henry Gratton
47.9,66.7,18.68467231,56.65064469,2016-01-19,10:00:00,Henry Gratton
48,66.8,18.69802396,56.72999161,2016-01-20,10:00:00,Henry Gratton
47.9,66.5,18.67132067,56.7925536,2016-01-21,10:00:00,Henry Gratton
48.1,67.2,18.67132067,56.83527886,2016-01-22,10:00:00,Henry Gratton
48.4,67,18.67132067,56.9314107,2016-01-23,10:00:00,Henry Gratton
48.1,66.7,18.67132067,57.04127565,2016-01-24,10:00:00,Henry Gratton
48.1,65.9,18.68467231,57.1419852,2016-01-25,10:00:00,Henry Gratton
48.3,66.2,18.67132067,57.20454719,2016-01-26,10:00:00,Henry Gratton
48.2,65.9,18.68467231,57.30525673,2016-01-27,10:00:00,Henry Gratton
48.4,65.7,18.65796902,57.31136034,2016-01-28,10:00:00,Henry Gratton
48.4,65.8,18.65796902,57.37850004,2016-01-29,10:00:00,Henry Gratton
48.3,65,18.64194705,57.37544823,2016-01-30,10:00:00,Henry Gratton
48.4,65.4,18.65796902,57.39833677,2016-01-31,10:00:00,Henry Gratton
48.4,65,18.65796902,57.38765545,2016-02-01,10:00:00,Henry Gratton
48.7,65.4,18.67132067,57.4212253,2016-02-02,10:00:00,Henry Gratton
48.8,65.5,18.65796902,57.43038071,2016-02-03,10:00:00,Henry Gratton
48.5,65,18.65796902,57.4944686,2016-02-04,10:00:00,Henry Gratton
48.7,65.1,18.65796902,57.52040894,2016-02-05,10:00:00,Henry Gratton
48.6,65.6,18.67132067,57.57534142,2016-02-06,10:00:00,Henry Gratton
48.7,65.5,18.67132067,57.59822995,2016-02-07,10:00:00,Henry Gratton
48.5,65.6,18.64194705,57.7004654,2016-02-08,10:00:00,Henry Gratton
48.5,65.4,18.64194705,57.72335393,2016-02-09,10:00:00,Henry Gratton
48.6,63.8,18.64194705,57.72335393,2016-02-10,10:00:00,Henry Gratton
48.4,63.3,18.64194705,57.70962081,2016-02-11,10:00:00,Henry Gratton
48.5,63.2,18.61524376,57.75082017,2016-02-12,10:00:00,Henry Gratton
49.2,63.9,18.65796902,57.79049363,2016-02-13,10:00:00,Henry Gratton
48.9,64.4,18.64194705,57.87747005,2016-02-14,10:00:00,Henry Gratton
48.8,65.4,18.62859541,57.88357366,2016-02-15,10:00:00,Henry Gratton
48.4,64.9,18.64194705,57.94155795,2016-02-16,10:00:00,Henry Gratton
48.3,64.7,18.65796902,57.96444648,2016-02-17,10:00:00,Henry Gratton
48.2,65,18.64194705,57.96139467,2016-02-18,10:00:00,Henry Gratton
47.8,64.2,18.64194705,57.89730678,2016-02-19,10:00:00,Henry Gratton
47.5,64.6,18.62859541,57.85152972,2016-02-20,10:00:00,Henry Gratton
47.6,64.8,18.62859541,57.75387198,2016-02-21,10:00:00,Henry Gratton
47.1,64.1,18.64194705,57.60280766,2016-02-22,10:00:00,Henry Gratton
46.8,63.9,18.61524376,57.51277943,2016-02-23,10:00:00,Henry Gratton
46.7,63.1,18.62859541,57.40596628,2016-02-24,10:00:00,Henry Gratton
46.7,62.9,18.59922179,57.33730068,2016-02-25,10:00:00,Henry Gratton
46.3,62.5,18.61524376,57.29610132,2016-02-26,10:00:00,Henry Gratton
46.6,63.9,18.62859541,57.21980621,2016-02-27,10:00:00,Henry Gratton
46.1,63.5,18.62859541,57.2106508,2016-02-28,10:00:00,Henry Gratton
46,63,18.59922179,57.18623636,2016-02-29,10:00:00,Henry Gratton
46.2,63.4,18.62859541,57.145037,2016-03-01,10:00:00,Henry Gratton
46.4,64.3,18.59922179,57.15114061,2016-03-02,10:00:00,Henry Gratton
46.4,64.8,18.61524376,57.10994125,2016-03-03,10:00:00,Henry Gratton
46.6,65.5,18.59922179,57.10841535,2016-03-04,10:00:00,Henry Gratton
46.9,66.3,18.59922179,57.17402914,2016-03-05,10:00:00,Henry Gratton
47,67,18.58587015,57.22743572,2016-03-06,10:00:00,Henry Gratton
46.9,67.2,18.5725185,57.27779049,2016-03-07,10:00:00,Henry Gratton
46.9,67.7,18.58587015,57.26863508,2016-03-08,10:00:00,Henry Gratton
46.7,67.5,18.5725185,57.32051575,2016-03-09,10:00:00,Henry Gratton
46.8,67.6,18.5725185,57.39833677,2016-03-10,10:00:00,Henry Gratton
46.9,67.6,18.59922179,57.44411383,2016-03-11,10:00:00,Henry Gratton
47,67.4,18.59922179,57.47920958,2016-03-12,10:00:00,Henry Gratton
47.2,67.5,18.5725185,57.52956435,2016-03-13,10:00:00,Henry Gratton
47.2,67.3,18.54314488,57.53414206,2016-03-14,10:00:00,Henry Gratton
47.5,67.3,18.5725185,57.54940108,2016-03-15,10:00:00,Henry Gratton
47.7,68.4,18.5725185,57.52956435,2016-03-16,10:00:00,Henry Gratton
48,69.7,18.55916686,57.58144503,2016-03-17,10:00:00,Henry Gratton
48.1,69.5,18.5725185,57.59365225,2016-03-18,10:00:00,Henry Gratton
48.3,69.9,18.58587015,57.61806668,2016-03-19,10:00:00,Henry Gratton
48.2,70.6,18.5725185,57.61654078,2016-03-20,10:00:00,Henry Gratton
48.5,70.5,18.54314488,57.65468833,2016-03-21,10:00:00,Henry Gratton
48.4,70,18.5725185,57.69130999,2016-03-22,10:00:00,Henry Gratton
48.6,70.3,18.54314488,57.73098344,2016-03-23,10:00:00,Henry Gratton
48.6,71.1,18.55916686,57.71267262,2016-03-24,10:00:00,Henry Gratton
48.6,70.8,18.54314488,57.72182803,2016-03-25,10:00:00,Henry Gratton
48.7,70,18.55916686,57.68978408,2016-03-26,10:00:00,Henry Gratton
48.7,69.6,18.5725185,57.7004654,2016-03-27,10:00:00,Henry Gratton
48.7,69.8,18.52979324,57.70809491,2016-03-28,10:00:00,Henry Gratton
48.5,70.7,18.54314488,57.70962081,2016-03-29,10:00:00,Henry Gratton
48.5,70.7,18.58587015,57.7035172,2016-03-30,10:00:00,Henry Gratton
48.4,70.8,18.52979324,57.70809491,2016-03-31,10:00:00,Henry Gratton
48.3,71.2,18.54314488,57.70962081,2016-04-01,10:00:00,Henry Gratton
48.6,70.7,18.52979324,57.70809491,2016-04-02,10:00:00,Henry Gratton
48.6,70,18.54314488,57.77370871,2016-04-03,10:00:00,Henry Gratton
49,71.3,18.54314488,57.76302739,2016-04-04,10:00:00,Henry Gratton
49.2,71.5,18.52979324,57.71877623,2016-04-05,10:00:00,Henry Gratton
49.5,72.1,18.52979324,57.69588769,2016-04-06,10:00:00,Henry Gratton
49.9,72.5,18.52979324,57.66384375,2016-04-07,10:00:00,Henry Gratton
50.1,72.6,18.54314488,57.66689555,2016-04-08,10:00:00,Henry Gratton
50.2,72.5,18.52979324,57.66384375,2016-04-09,10:00:00,Henry Gratton
50.4,71.9,18.52979324,57.69588769,2016-04-10,10:00:00,Henry Gratton
50.7,72.6,18.50041962,57.71419852,2016-04-11,10:00:00,Henry Gratton
50.6,72.9,18.52979324,57.75082017,2016-04-12,10:00:00,Henry Gratton
50.8,72.7,18.55916686,57.76455329,2016-04-13,10:00:00,Henry Gratton
50.7,72.9,18.52979324,57.72793164,2016-04-14,10:00:00,Henry Gratton
